RentalID,VehicleID,LocationID,ReturnLocationID,StartDate,EndDate,ActualReturnDate,RentalDays,DailyRate,TotalAmount,Status,BookingDate,CustomerType,PaymentStatus,DiscountAmount,TaxAmount,InsuranceAmount,ExtraFees,CreatedDate,ModifiedDate
8158,45,4,4,2023-03-09,2023-03-09,NULL,1,957.12,957.12,Cancelled,2023-03-06 00:00:00.0000000,Individual,Paid,0.00,287.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8159,8,3,3,2022-05-08,2022-05-12,NULL,5,490.53,2452.66,Completed,2022-04-29 00:00:00.0000000,Government,Paid,0.00,561.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8160,8,2,54,2022-08-20,2022-08-21,NULL,2,597.17,1194.34,Completed,2022-08-01 00:00:00.0000000,Corporate,Paid,107.76,224.50,98.78,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8161,18,1,1,2022-07-03,2022-07-06,NULL,4,1307.25,5228.99,Completed,2022-06-16 00:00:00.0000000,Corporate,Paid,303.68,949.00,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8162,28,2,2,2022-03-20,2022-03-20,NULL,1,314.12,314.12,Completed,2022-03-13 00:00:00.0000000,Individual,Refunded,7.78,97.25,0.00,194.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8163,38,3,3,2022-02-23,2022-02-24,NULL,2,676.16,1352.33,Completed,2022-02-20 00:00:00.0000000,Government,Paid,56.94,474.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8164,11,4,4,2025-06-05,2025-06-09,NULL,5,824.82,4124.12,Completed,2025-05-16 00:00:00.0000000,Individual,Paid,0.00,748.75,539.10,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8165,39,5,5,2022-12-06,2022-12-07,NULL,2,785.75,1571.49,Completed,2022-11-27 00:00:00.0000000,Individual,Paid,0.00,459.50,220.56,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8166,26,4,4,2024-05-17,2024-05-17,NULL,1,378.35,378.35,Completed,2024-05-05 00:00:00.0000000,Corporate,Paid,26.32,82.25,39.48,124.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8167,20,2,2,2022-01-11,2022-01-11,NULL,1,730.84,730.84,Cancelled,2021-12-22 00:00:00.0000000,Corporate,Paid,21.98,274.75,120.89,244.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8168,26,3,72,2022-12-01,2022-12-03,NULL,3,281.30,843.89,Completed,2022-11-24 00:00:00.0000000,Individual,Refunded,0.00,246.75,177.66,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8169,37,4,4,2022-10-26,2022-10-28,NULL,3,854.05,2562.15,Completed,2022-10-24 00:00:00.0000000,Corporate,Paid,215.76,674.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8170,38,1,1,2023-01-21,2023-01-21,NULL,1,651.01,651.01,Cancelled,2022-12-02 00:00:00.0000000,Individual,Paid,0.00,237.25,132.86,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8171,16,5,5,2024-11-27,2024-11-28,NULL,2,719.20,1438.40,Completed,2024-11-21 00:00:00.0000000,Corporate,Paid,0.00,449.50,251.72,150.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8172,21,2,2,2025-02-14,2025-02-15,NULL,2,1146.74,2293.47,Completed,2025-02-07 00:00:00.0000000,Corporate,Paid,29.98,749.50,0.00,172.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8173,28,1,1,2024-12-25,2024-12-26,NULL,2,350.10,700.20,Cancelled,2024-11-18 00:00:00.0000000,Corporate,Paid,0.00,194.50,93.36,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8174,5,3,3,2021-12-01,2021-12-01,NULL,1,242.19,242.19,Completed,2021-10-26 00:00:00.0000000,Government,Paid,0.00,74.75,47.84,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8175,19,4,4,2024-12-14,2024-12-15,NULL,2,881.10,1762.20,Completed,2024-12-06 00:00:00.0000000,Corporate,Paid,0.00,489.50,332.86,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8176,39,2,2,2024-10-01,2024-10-04,NULL,4,919.00,3676.00,Completed,2024-09-30 00:00:00.0000000,Individual,Paid,0.00,919.00,624.92,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8177,44,5,5,2023-02-07,2023-02-08,NULL,2,881.27,1762.53,Completed,2023-02-02 00:00:00.0000000,Corporate,Paid,0.00,599.50,431.64,53.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8178,35,3,3,2022-01-12,2022-01-13,NULL,2,797.34,1594.67,Completed,2022-01-01 00:00:00.0000000,Corporate,Paid,119.90,599.50,455.62,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8179,7,5,5,2021-07-18,2021-07-25,NULL,8,599.00,4791.96,Completed,2021-06-11 00:00:00.0000000,Corporate,Paid,220.32,918.00,0.00,195.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8180,9,4,4,2025-03-18,2025-03-19,NULL,2,415.29,830.59,Completed,2025-03-04 00:00:00.0000000,Corporate,Paid,134.12,239.50,143.70,190.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8181,3,4,4,2020-07-06,2020-07-06,NULL,1,356.19,356.19,Completed,2020-06-19 00:00:00.0000000,Individual,Paid,0.00,72.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8182,18,2,2,2022-05-26,2022-05-28,NULL,3,1036.78,3110.35,Completed,2022-05-18 00:00:00.0000000,Individual,Paid,0.00,711.75,427.05,53.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8183,15,5,5,2021-06-11,2021-06-11,NULL,1,849.29,849.29,Cancelled,2021-05-10 00:00:00.0000000,Corporate,Refunded,55.92,174.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8184,38,2,2,2022-10-15,2022-10-17,NULL,3,901.55,2704.65,Cancelled,2022-10-13 00:00:00.0000000,Corporate,Paid,113.88,711.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8185,41,3,7,2024-11-04,2024-11-05,NULL,2,1119.20,2238.40,Completed,2024-10-31 00:00:00.0000000,Individual,Refunded,55.96,699.50,0.00,135.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8186,12,2,2,2022-11-22,2022-11-25,NULL,4,470.44,1881.76,Completed,2022-11-11 00:00:00.0000000,Corporate,Paid,123.80,619.00,272.36,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8187,50,4,18,2022-02-17,2022-02-17,NULL,1,412.54,412.54,Cancelled,2022-01-29 00:00:00.0000000,Corporate,Paid,0.00,144.75,57.90,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8188,6,2,2,2023-09-14,2023-09-14,NULL,1,469.22,469.22,Cancelled,2023-09-10 00:00:00.0000000,Corporate,Paid,43.89,99.75,39.90,79.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8189,6,5,5,2022-10-18,2022-10-19,NULL,2,379.05,758.10,Cancelled,2022-10-12 00:00:00.0000000,Individual,Paid,0.00,199.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8190,1,1,1,2020-11-10,2020-11-11,NULL,2,203.32,406.64,Completed,2020-10-25 00:00:00.0000000,Corporate,Paid,0.00,149.50,89.70,66.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8191,12,1,1,2022-03-30,2022-03-30,NULL,1,499.84,499.84,Completed,2022-03-28 00:00:00.0000000,Individual,Paid,0.00,154.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8192,2,1,75,2022-10-30,2022-10-30,NULL,1,284.05,284.05,Completed,2022-10-25 00:00:00.0000000,Individual,Paid,2.99,74.75,50.83,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8193,22,3,3,2021-12-03,2021-12-05,NULL,3,1295.19,3885.57,Completed,2021-11-25 00:00:00.0000000,Corporate,Paid,479.70,1199.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8194,33,2,2,2022-12-04,2022-12-10,NULL,7,751.55,5260.82,Completed,2022-11-16 00:00:00.0000000,Individual,Paid,0.00,1538.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8195,50,3,3,2024-04-23,2024-04-24,NULL,2,550.05,1100.10,Cancelled,2024-04-17 00:00:00.0000000,Government,Paid,0.00,289.50,185.28,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8196,41,3,3,2023-08-07,2023-08-08,NULL,2,1919.43,3838.86,Completed,2023-07-28 00:00:00.0000000,Corporate,Refunded,0.00,699.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8197,47,2,2,2023-04-23,2023-04-23,NULL,1,250.44,250.44,Completed,2023-03-26 00:00:00.0000000,Individual,Paid,0.00,67.25,37.66,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8198,17,3,3,2024-07-18,2024-07-18,NULL,1,1332.55,1332.55,Completed,2024-07-07 00:00:00.0000000,Individual,Refunded,0.00,229.75,91.90,151.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8199,44,3,3,2025-04-26,2025-04-27,NULL,2,1161.83,2323.66,Completed,2025-04-11 00:00:00.0000000,Individual,Paid,0.00,599.50,359.70,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8200,14,4,4,2021-10-06,2021-10-08,NULL,3,611.10,1833.30,Completed,2021-10-04 00:00:00.0000000,Individual,Paid,0.00,509.25,366.66,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8201,20,1,72,2022-06-02,2022-06-04,NULL,3,1409.47,4228.40,Completed,2022-06-01 00:00:00.0000000,Individual,Paid,0.00,824.25,560.49,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8202,4,6,6,2021-10-03,2021-10-03,NULL,1,287.10,287.10,Completed,2021-09-27 00:00:00.0000000,Individual,Paid,0.00,79.75,41.47,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8203,50,1,1,2025-07-08,2025-07-10,NULL,3,856.34,2569.02,Completed,2025-06-25 00:00:00.0000000,Individual,Paid,0.00,434.25,330.03,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8204,48,2,2,2021-06-23,2021-06-24,NULL,2,594.14,1188.27,Completed,2021-06-02 00:00:00.0000000,Corporate,Paid,117.36,244.50,127.14,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8205,1,4,4,2022-04-16,2022-04-16,NULL,1,269.85,269.85,Completed,2022-04-12 00:00:00.0000000,Corporate,Paid,0.00,74.75,56.81,58.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8206,34,5,5,2024-09-01,2024-09-02,NULL,2,994.80,1989.60,Cancelled,2024-08-16 00:00:00.0000000,Government,Paid,0.00,414.50,232.12,179.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8207,39,4,4,2024-02-24,2024-02-26,NULL,3,689.25,2067.75,Completed,2024-02-07 00:00:00.0000000,Corporate,Refunded,0.00,689.25,468.69,112.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8208,6,3,59,2023-09-17,2023-09-17,NULL,1,469.22,469.22,Cancelled,2023-09-10 00:00:00.0000000,Corporate,Paid,23.94,99.75,39.90,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8209,44,5,5,2022-03-24,2022-03-26,NULL,3,968.19,2904.58,Completed,2022-03-23 00:00:00.0000000,Corporate,Paid,503.58,899.25,359.70,174.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8210,13,1,1,2022-12-01,2022-12-02,NULL,2,554.90,1109.79,Completed,2022-10-08 00:00:00.0000000,Individual,Paid,0.00,324.50,0.00,138.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8211,28,3,3,2021-11-11,2021-11-13,NULL,3,280.08,840.24,Completed,2021-11-10 00:00:00.0000000,Individual,Paid,0.00,291.75,140.04,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8212,28,6,6,2021-10-26,2021-10-27,NULL,2,350.10,700.20,Completed,2021-10-25 00:00:00.0000000,Corporate,Paid,7.78,194.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8213,4,2,2,2022-02-19,2022-02-19,NULL,1,227.29,227.29,Completed,2022-02-07 00:00:00.0000000,Individual,Paid,0.00,79.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8214,2,5,5,2021-03-14,2021-03-15,NULL,2,228.74,457.47,Completed,2021-02-21 00:00:00.0000000,Corporate,Paid,0.00,149.50,83.72,60.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8215,47,1,1,2023-10-02,2023-10-02,NULL,1,263.62,263.62,Completed,2023-10-01 00:00:00.0000000,Individual,Paid,0.00,67.25,0.00,55.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8216,6,2,2,2022-02-17,2022-02-17,NULL,1,284.29,284.29,Completed,2022-02-10 00:00:00.0000000,Corporate,Paid,0.00,99.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8217,44,1,1,2024-08-29,2024-08-31,NULL,3,1678.60,5035.80,Completed,2024-08-15 00:00:00.0000000,Corporate,Paid,0.00,899.25,0.00,57.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8218,24,4,4,2023-06-27,2023-06-28,NULL,2,2181.63,4363.25,Completed,2023-06-13 00:00:00.0000000,Individual,Paid,0.00,824.50,362.78,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8219,33,5,5,2021-11-14,2021-11-15,NULL,2,632.88,1265.76,Completed,2021-10-24 00:00:00.0000000,Individual,Refunded,0.00,439.50,0.00,164.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8220,2,1,1,2023-09-10,2023-09-11,NULL,2,351.62,703.25,Cancelled,2023-08-15 00:00:00.0000000,Corporate,Paid,0.00,149.50,0.00,145.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8221,22,2,2,2021-12-17,2021-12-19,NULL,3,1295.19,3885.57,Completed,2021-11-05 00:00:00.0000000,Individual,Paid,0.00,1199.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8222,31,1,1,2020-08-28,2020-08-28,NULL,1,950.81,950.81,Completed,2020-08-26 00:00:00.0000000,Individual,Paid,15.98,199.75,95.88,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8223,6,4,29,2023-04-10,2023-04-12,NULL,3,371.47,1114.41,Completed,2023-04-09 00:00:00.0000000,Corporate,Paid,35.91,299.25,191.52,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8224,37,2,2,2022-02-02,2022-02-05,NULL,4,640.54,2562.15,Completed,2022-01-31 00:00:00.0000000,Individual,Refunded,0.00,899.00,647.28,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8225,9,1,1,2024-04-30,2024-05-02,NULL,3,455.05,1365.15,Completed,2024-03-21 00:00:00.0000000,Corporate,Paid,0.00,359.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8226,3,4,4,2022-02-20,2022-02-21,NULL,2,205.91,411.83,Completed,2022-02-16 00:00:00.0000000,Individual,Paid,0.00,144.50,92.48,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8227,39,2,2,2022-11-13,2022-11-14,NULL,2,698.44,1396.88,Completed,2022-10-17 00:00:00.0000000,Individual,Paid,0.00,459.50,257.32,246.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8228,41,4,4,2021-06-18,2021-06-18,NULL,1,1699.79,1699.79,Cancelled,2021-05-02 00:00:00.0000000,Individual,Refunded,0.00,349.75,209.85,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8229,46,3,3,2023-01-27,2023-01-29,NULL,3,198.25,594.76,Cancelled,2023-01-24 00:00:00.0000000,Individual,Paid,0.00,216.75,164.73,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8230,36,3,3,2025-02-03,2025-02-03,NULL,1,534.74,534.74,Completed,2025-01-23 00:00:00.0000000,Individual,Paid,13.98,174.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8231,30,4,4,2023-03-29,2023-03-30,NULL,2,523.96,1047.91,Completed,2023-03-08 00:00:00.0000000,Individual,Refunded,0.00,314.50,138.38,153.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8232,27,2,2,2021-06-24,2021-06-24,NULL,1,351.14,351.14,Cancelled,2021-06-22 00:00:00.0000000,Individual,Paid,0.00,72.25,31.79,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8233,10,2,2,2023-10-22,2023-10-22,NULL,1,420.42,420.42,Completed,2023-10-20 00:00:00.0000000,Individual,Paid,0.00,107.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8234,14,5,5,2025-02-24,2025-02-26,NULL,3,519.44,1558.31,Completed,2025-01-20 00:00:00.0000000,Corporate,Paid,40.74,509.25,224.07,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8235,43,1,1,2020-09-19,2020-09-19,NULL,1,1324.98,1324.98,Completed,2020-08-29 00:00:00.0000000,Individual,Paid,0.00,324.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8236,28,2,76,2020-03-30,2020-04-05,NULL,7,281.05,1967.37,Completed,2020-02-25 00:00:00.0000000,Individual,Paid,0.00,680.75,435.68,246.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8237,22,1,1,2022-08-15,2022-08-15,NULL,1,2126.67,2126.67,Completed,2022-07-26 00:00:00.0000000,Individual,Paid,15.99,399.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8238,5,7,7,2022-05-18,2022-05-19,NULL,2,326.66,653.32,Completed,2022-04-22 00:00:00.0000000,Corporate,Paid,59.80,149.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8239,21,3,3,2025-02-26,2025-02-26,NULL,1,1146.74,1146.74,Completed,2025-02-19 00:00:00.0000000,Corporate,Refunded,149.90,374.75,209.86,248.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8240,43,1,1,2025-03-10,2025-03-10,NULL,1,1126.23,1126.23,Completed,2025-03-05 00:00:00.0000000,Government,Paid,0.00,324.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8241,18,4,4,2023-09-18,2023-09-19,NULL,2,1116.02,2232.05,Completed,2023-09-01 00:00:00.0000000,Corporate,Paid,208.78,474.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8242,29,2,2,2022-02-07,2022-02-08,NULL,2,262.91,525.83,Completed,2022-01-28 00:00:00.0000000,Corporate,Paid,0.00,184.50,110.70,225.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8243,35,2,2,2022-09-01,2022-09-02,NULL,2,1366.86,2733.72,Completed,2022-08-26 00:00:00.0000000,Individual,Paid,0.00,599.50,287.76,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8244,21,2,2,2025-02-04,2025-02-07,NULL,4,1146.74,4586.94,Cancelled,2025-01-24 00:00:00.0000000,Individual,Paid,0.00,1499.00,1079.28,57.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8245,25,2,2,2021-08-29,2021-08-29,NULL,1,2392.74,2392.74,Cancelled,2021-08-19 00:00:00.0000000,Individual,Paid,0.00,474.75,360.81,125.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8246,9,2,2,2024-02-16,2024-02-16,NULL,1,359.25,359.25,Completed,2024-02-06 00:00:00.0000000,Corporate,Paid,62.27,119.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8247,33,2,79,2022-06-30,2022-06-30,NULL,1,1127.32,1127.32,Completed,2022-06-28 00:00:00.0000000,Corporate,Paid,0.00,219.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8248,3,7,7,2021-11-20,2021-11-20,NULL,1,208.08,208.08,Cancelled,2021-11-07 00:00:00.0000000,Corporate,Paid,5.78,72.25,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8249,11,4,4,2021-06-19,2021-06-22,NULL,4,727.79,2911.14,Cancelled,2021-06-09 00:00:00.0000000,Individual,Paid,0.00,599.00,383.36,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8250,32,2,57,2020-08-30,2020-08-30,NULL,1,1010.31,1010.31,Cancelled,2020-08-13 00:00:00.0000000,Individual,Paid,0.00,212.25,135.84,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8251,3,2,2,2020-06-09,2020-06-10,NULL,2,331.63,663.26,Completed,2020-05-23 00:00:00.0000000,Corporate,Paid,5.78,144.50,98.26,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8252,40,2,2,2020-05-31,2020-06-01,NULL,2,771.25,1542.50,Completed,2020-05-24 00:00:00.0000000,Individual,Refunded,31.56,394.50,157.80,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8253,26,4,56,2021-03-19,2021-03-20,NULL,2,251.69,503.37,Completed,2021-03-06 00:00:00.0000000,Individual,Paid,0.00,164.50,98.70,61.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8254,38,4,26,2021-09-08,2021-09-09,NULL,2,1024.92,2049.84,Completed,2021-08-27 00:00:00.0000000,Corporate,Paid,189.80,474.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8255,28,4,4,2023-12-07,2023-12-07,NULL,1,343.10,343.10,Completed,2023-12-06 00:00:00.0000000,Corporate,Paid,0.00,97.25,50.57,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8256,16,3,3,2025-06-03,2025-06-05,NULL,3,1237.92,3713.77,Completed,2025-05-28 00:00:00.0000000,Corporate,Paid,26.97,674.25,458.49,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8257,32,4,4,2023-06-04,2023-06-06,NULL,3,1123.23,3369.68,Completed,2023-06-01 00:00:00.0000000,Government,Paid,0.00,636.75,254.70,157.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8258,32,3,30,2022-06-23,2022-06-23,NULL,1,1088.84,1088.84,Completed,2022-06-15 00:00:00.0000000,Individual,Paid,25.47,212.25,144.33,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8259,29,1,1,2025-04-06,2025-04-07,NULL,2,357.56,715.12,Completed,2025-03-22 00:00:00.0000000,Corporate,Paid,14.76,184.50,125.46,245.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8260,22,2,2,2025-07-17,2025-07-17,NULL,1,2364.92,2364.92,Completed,2025-06-13 00:00:00.0000000,Individual,Paid,47.97,399.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8261,49,5,5,2024-12-07,2024-12-09,NULL,3,476.10,1428.30,Completed,2024-12-04 00:00:00.0000000,Individual,Paid,0.00,396.75,0.00,204.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8262,30,1,1,2020-07-01,2020-07-01,NULL,1,775.24,775.24,Completed,2020-06-29 00:00:00.0000000,Individual,Paid,0.00,157.25,106.93,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8263,18,4,4,2023-09-29,2023-09-30,NULL,2,1116.02,2232.05,Cancelled,2023-09-13 00:00:00.0000000,Individual,Paid,0.00,474.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8264,20,2,2,2025-06-15,2025-06-16,NULL,2,1513.32,3026.65,Completed,2025-06-01 00:00:00.0000000,Individual,Paid,43.96,549.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8265,23,3,3,2021-07-13,2021-07-14,NULL,2,2021.45,4042.89,Cancelled,2021-07-08 00:00:00.0000000,Corporate,Paid,216.86,774.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8266,38,2,10,2024-07-26,2024-07-27,NULL,2,1376.05,2752.10,Completed,2024-07-20 00:00:00.0000000,Individual,Paid,18.98,474.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8267,44,1,1,2023-10-25,2023-10-25,NULL,1,1175.02,1175.02,Cancelled,2023-10-20 00:00:00.0000000,Individual,Paid,0.00,299.75,203.83,121.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8268,17,3,3,2023-01-16,2023-01-17,NULL,2,630.43,1260.87,Completed,2023-01-11 00:00:00.0000000,Corporate,Paid,257.32,459.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8269,10,2,2,2023-01-08,2023-01-09,NULL,2,294.29,588.59,Completed,2022-12-29 00:00:00.0000000,Corporate,Paid,60.06,214.50,111.54,224.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8270,48,2,2,2020-06-26,2020-06-26,NULL,1,561.13,561.13,Completed,2020-05-24 00:00:00.0000000,Corporate,Paid,0.00,122.25,68.46,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8271,20,6,6,2025-02-08,2025-02-09,NULL,2,840.74,1681.47,Cancelled,2025-01-31 00:00:00.0000000,Corporate,Paid,131.88,549.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8272,17,1,1,2021-11-22,2021-11-23,NULL,2,661.68,1323.36,Completed,2021-11-09 00:00:00.0000000,Individual,Paid,0.00,459.50,275.70,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8273,16,3,3,2023-06-30,2023-06-30,NULL,1,1189.38,1189.38,Cancelled,2023-06-29 00:00:00.0000000,Individual,Paid,0.00,224.75,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
8274,18,2,2,2023-08-08,2023-08-09,NULL,2,1302.03,2604.06,Completed,2023-06-29 00:00:00.0000000,Individual,Paid,0.00,474.50,0.00,0.00,2026-02-18 20:51:58.7100000,2026-02-18 20:51:58.7100000
